"url","search_console_state","last_crawl","current_http_status","intended_indexability","canonical_declared","canonical_selected_by_google","in_current_sitemap","current_internal_links","locale","replacement_url","action"
"https://5sigmas.com/en/series/multimodalidad-iag/02-alineamiento/","crawled not indexed","15 ago 2026","200","index","https://5sigmas.com/en/series/multimodalidad-iag/02-alineamiento/","https://5sigmas.com/en/series/multimodalidad-iag/02-alineamiento/","yes","","en","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/en/series/multimodalidad-iag/05-riesgos/","crawled not indexed","15 ago 2026","200","index","https://5sigmas.com/en/series/multimodalidad-iag/05-riesgos/","https://5sigmas.com/en/series/multimodalidad-iag/05-riesgos/","yes","","en","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/en/series/ia-pib-bienestar-energia/02-ia-tecnologia-electrica/","crawled not indexed","15 ago 2026","200","index","https://5sigmas.com/en/series/ia-pib-bienestar-energia/02-ia-tecnologia-electrica/","https://5sigmas.com/en/series/ia-pib-bienestar-energia/02-ia-tecnologia-electrica/","yes","","en","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/en/series/multimodalidad-iag/04-evaluacion/","crawled not indexed","15 ago 2026","200","index","https://5sigmas.com/en/series/multimodalidad-iag/04-evaluacion/","https://5sigmas.com/en/series/multimodalidad-iag/04-evaluacion/","yes","","en","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/en/series/fundamentos-ia-iag/04-agi/","crawled not indexed","15 ago 2026","200","index","https://5sigmas.com/en/series/fundamentos-ia-iag/04-agi/","https://5sigmas.com/en/series/fundamentos-ia-iag/04-agi/","yes","","en","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/videos/series/from-cave-to-agi/01-representar/","crawled not indexed","15 ago 2026","200","index","https://5sigmas.com/videos/series/from-cave-to-agi/01-representar/","https://5sigmas.com/videos/series/from-cave-to-agi/01-representar/","yes","","es","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/en/series/from-cave-to-agi/02-mecanizar/","crawled not indexed","15 ago 2026","200","index","https://5sigmas.com/en/series/from-cave-to-agi/02-mecanizar/","https://5sigmas.com/en/series/from-cave-to-agi/02-mecanizar/","yes","","en","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/series/ia-pib-bienestar-energia/02-ia-tecnologia-electrica/","crawled not indexed","9 ago 2026","200","index","https://5sigmas.com/series/ia-pib-bienestar-energia/02-ia-tecnologia-electrica/","https://5sigmas.com/series/ia-pib-bienestar-energia/02-ia-tecnologia-electrica/","yes","","es","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/series/modelos-razonadores/05-riesgos/","crawled not indexed","4 ago 2026","200","index","https://5sigmas.com/series/modelos-razonadores/05-riesgos/","https://5sigmas.com/series/modelos-razonadores/05-riesgos/","yes","","es","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/series/multimodalidad-iag/01-el-problema/","crawled not indexed","1 ago 2026","200","index","https://5sigmas.com/series/multimodalidad-iag/01-el-problema/","https://5sigmas.com/series/multimodalidad-iag/01-el-problema/","yes","","es","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/series/multimodalidad-iag/05-riesgos/","crawled not indexed","29 jul 2026","200","index","https://5sigmas.com/series/multimodalidad-iag/05-riesgos/","https://5sigmas.com/series/multimodalidad-iag/05-riesgos/","yes","","es","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/series/from-cave-to-agi/02-mecanizar/","crawled not indexed","24 jul 2026","200","index","https://5sigmas.com/series/from-cave-to-agi/02-mecanizar/","https://5sigmas.com/series/from-cave-to-agi/02-mecanizar/","yes","","es","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/series/from-cave-to-agi/05-mas-alla/","crawled not indexed","13 jun 2026","200","index","https://5sigmas.com/series/from-cave-to-agi/05-mas-alla/","https://5sigmas.com/series/from-cave-to-agi/05-mas-alla/","yes","","es","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/series/from-cave-to-agi/01-representar/","crawled not indexed","22 abr 2026","200","index","https://5sigmas.com/series/from-cave-to-agi/01-representar/","https://5sigmas.com/series/from-cave-to-agi/01-representar/","yes","","es","","Runtime 200 index self-canonical y sitemap valido"
"https://5sigmas.com/series/fundamentos-IA-IAG/00_presentacion_serie/","redirect","15 ago 2026","301","not index","","","no","","es","https://5sigmas.com/series/fundamentos-ia-iag/00_presentacion_serie/","GSC historico; conservar replacement de un salto"
"https://5sigmas.com/series/from-cave-to-agi/","redirect","15 ago 2026","200","not index","","","no","","es","https://5sigmas.com/series/from-cave-to-agi/00_presentacion_serie/","GSC historico; conservar replacement de un salto"
"http://5sigmas.com/","redirect","11 ago 2026","301","not index","","","no","","es","https://5sigmas.com/","GSC historico; conservar replacement de un salto"
"https://5sigmas.com/series/from-cave-to-AGI/00_presentacion_serie/","redirect","2 ago 2026","301","not index","","","no","","es","https://5sigmas.com/series/from-cave-to-agi/00_presentacion_serie/","GSC historico; conservar replacement de un salto"
"https://5sigmas.com/meta/advisor-ia/","redirect","2 ago 2026","200","not index","","","no","","es","","GSC historico; conservar replacement de un salto"
"http://www.5sigmas.com/","redirect","27 jul 2026","301","not index","","","no","","es","https://5sigmas.com/","GSC historico; conservar replacement de un salto"
"https://5sigmas.com/videos/series/fundamentos-ia-iag/00_presentacion_serie/?t={seek_to_second_number}","alternative canonical","14 ago 2026","200","not index","https://5sigmas.com/videos/series/fundamentos-ia-iag/00_presentacion_serie/","https://5sigmas.com/videos/series/fundamentos-ia-iag/00_presentacion_serie/","no","","es","","Parametro de seek alternativo; canonical watch"
"https://5sigmas.com/videos/series/datacenters-espacio/00_presentacion_serie/?t={seek_to_second_number}","alternative canonical","14 ago 2026","200","not index","https://5sigmas.com/videos/series/datacenters-espacio/00_presentacion_serie/","https://5sigmas.com/videos/series/datacenters-espacio/00_presentacion_serie/","no","","es","","Parametro de seek alternativo; canonical watch"
"https://5sigmas.com/temas/llms/","discovered not indexed","N/D","200","index","https://5sigmas.com/temas/llms/","https://5sigmas.com/temas/llms/","yes","","es","","Runtime y sitemap validos; monitorizar"
"https://5sigmas.com/temas/prompt-injection/","discovered not indexed","N/D","200","index","https://5sigmas.com/temas/prompt-injection/","https://5sigmas.com/temas/prompt-injection/","yes","","es","","Runtime y sitemap validos; monitorizar"
"https://5sigmas.com/temas/razonamiento/","discovered not indexed","N/D","200","index","https://5sigmas.com/temas/razonamiento/","https://5sigmas.com/temas/razonamiento/","yes","","es","","Runtime y sitemap validos; monitorizar"
"https://5sigmas.com/temas/transformer/","discovered not indexed","N/D","200","index","https://5sigmas.com/temas/transformer/","https://5sigmas.com/temas/transformer/","yes","","es","","Runtime y sitemap validos; monitorizar"
"https://5sigmas.com/videos/series/fundamentos-ia-iag/04-agi/","discovered not indexed","N/D","200","index","https://5sigmas.com/videos/series/fundamentos-ia-iag/04-agi/","https://5sigmas.com/videos/series/fundamentos-ia-iag/04-agi/","yes","","es","","Runtime y sitemap validos; monitorizar"
"https://5sigmas.com/videos/series/multimodalidad-iag/02-alineamiento/","discovered not indexed","N/D","200","index","https://5sigmas.com/videos/series/multimodalidad-iag/02-alineamiento/","https://5sigmas.com/videos/series/multimodalidad-iag/02-alineamiento/","yes","","es","","Runtime y sitemap validos; monitorizar"
